"REPORTING_PERIOD_START","REPORTING_PERIOD_END","STATUS","BREAKDOWN","PRIMARY_LEVEL","PRIMARY_LEVEL_DESCRIPTION","SECONDARY_LEVEL","SECONDARY_LEVEL_DESCRIPTION","MEASURE_ID","MEASURE_NAME","MEASURE_VALUE","_demo_source","_synthetic"
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","18-64","People aged 18 to 64","MHS30f","Attended contacts in the RP with community mental health services for adult and older adults with severe mental illness","6685","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","18-64","People aged 18 to 64","MHS32c","Referrals starting in the RP to community mental health services for adult and older adults with severe mental illness","730","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","18-64","People aged 18 to 64","MHS57b","People discharged from a referral in the RP from community mental health services for adult and older adults with severe mental illness","820","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","65+","People aged 65 or over","MHS23d","Open referrals to community mental health services for adult and older adults with severe mental illness","1740","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","65+","People aged 65 or over","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","4045","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","65+","People aged 65 or over","MHS30f","Attended contacts in the RP with community mental health services for adult and older adults with severe mental illness","3090","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","65+","People aged 65 or over","MHS32c","Referrals starting in the RP to community mental health services for adult and older adults with severe mental illness","330","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","65+","People aged 65 or over","MHS57b","People discharged from a referral in the RP from community mental health services for adult and older adults with severe mental illness","310","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS23d","Open referrals to community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS30f","Attended contacts in the RP with community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS32c","Referrals starting in the RP to community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS57b","People discharged from a referral in the RP from community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Under 18","People aged under 18","MHS23d","Open referrals to community mental health services for adult and older adults with severe mental illness","4105","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Under 18","People aged under 18","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","6120","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Under 18","People aged under 18","MHS30f","Attended contacts in the RP with community mental health services for adult and older adults with severe mental illness","3240","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Under 18","People aged under 18","MHS32c","Referrals starting in the RP to community mental health services for adult and older adults with severe mental illness","365","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Age Group","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Under 18","People aged under 18","MHS57b","People discharged from a referral in the RP from community mental health services for adult and older adults with severe mental illness","305","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","APPOINTMENT cancelled by, or on behalf of, the PATIENT","MHS29a","Contacts with perinatal MH team in the Reporting Period","75","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","APPOINTMENT cancelled by, or on behalf of, the PATIENT","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","875","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","2","APPOINTMENT cancelled by, or on behalf of, the PATIENT","MHS29f","Care contacts by Attended / did not attend code","1365","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Did not attend - no advance warning given","MHS29a","Contacts with perinatal MH team in the Reporting Period","90","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Did not attend - no advance warning given","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","2065","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","3","Did not attend - no advance warning given","MHS29f","Care contacts by Attended / did not attend code","2890","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","APPOINTMENT cancelled or postponed by the Health Care Provider","MHS29a","Contacts with perinatal MH team in the Reporting Period","40","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","APPOINTMENT cancelled or postponed by the Health Care Provider","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","1435","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","4","APPOINTMENT cancelled or postponed by the Health Care Provider","MHS29f","Care contacts by Attended / did not attend code","1865","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","5","Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT","MHS29a","Contacts with perinatal MH team in the Reporting Period","500","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","5","Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","13380","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","5","Attended on time or, if late, before the relevant CARE PROFESSIONAL was ready to see the PATIENT","MHS29f","Care contacts by Attended / did not attend code","20840","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","6","Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen","MHS29a","Contacts with perinatal MH team in the Reporting Period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","6","Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","65","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","6","Arrived late, after the relevant CARE PROFESSIONAL was ready to see the PATIENT, but was seen","MHS29f","Care contacts by Attended / did not attend code","105","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","7","PATIENT arrived late and could not be seen","MHS29a","Contacts with perinatal MH team in the Reporting Period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","7","PATIENT arrived late and could not be seen","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","30","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","7","PATIENT arrived late and could not be seen","MHS29f","Care contacts by Attended / did not attend code","55","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Invalid","Invalid","MHS29a","Contacts with perinatal MH team in the Reporting Period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Invalid","Invalid","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Invalid","Invalid","MHS29f","Care contacts by Attended / did not attend code","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS29a","Contacts with perinatal MH team in the Reporting Period","75","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS29d","Contacts in the RP with community mental health services for adult and older adults with severe mental illness","2830","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider; Attendance","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","UNKNOWN","UNKNOWN","MHS29f","Care contacts by Attended / did not attend code","4185","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH01","People with an open referral with adult mental health services at the end of the reporting period","14830","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH09a","People subject to detention, adult acute MH care, at the end of the reporting period","70","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH21","Open ward stays (adult mental health services) at the end of the reporting period","175","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH21a","Open Ward stays, adult acute MH care at end of reporting period","85","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH21b","Open Ward stays, specialised adult MH services at end of reporting period","15","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH22a","Open ward stays with distance to treatment >50k, adult acute MH care at end RP","5","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH22b","Distance to treatment >50K Open Ward stays where distance to treatment >50K, specialised adult MH services at end RP","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH23","Open referrals (adult mental health services) at end of the reporting period","17085","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH48a","Ward stays ending, adult acute MH care, in the Reporting Period","60","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH59a","Open ward stays with distance to treatment 0 to 19km, adult acute MH care at end RP","45","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH59b","Open ward stays with distance to treatment 20 to 49km, adult acute MH care at end RP","30","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH59c","Open ward stays with distance to treatment 50 to 99km, adult acute MH care at end RP","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","AMH59d","Open ward stays with distance to treatment 100km and over, adult acute MH care at end RP","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CYP01","People with an open referral with children and young people's mental health services at the end of the reporting period","4965","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CYP21","Open ward stays (children and young people's mental health services) at the end of the reporting period","10","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CYP23","Open referrals (children's and young people's mental health services) at end of the reporting period","5375","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CYP32","Referrals to children and young people's mental health services starting in RP","615","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","CYP32a","Referrals to children and young people's mental health services starting in RP, 0 to 18","615","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","LDA01","People with an open referral with Learning Disabilities and Autism services at the end of the reporting period","2265","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","LDA08","People subject to the Mental Health Act (learning disability and Autism services) at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","LDA09","People subject to detention (learning disability and Autism services) at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","LDA10","People subject to CTO or conditional discharge (learning disability and Autism services) at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","LDA11","People subject to a short term order (learning disability and Autism services) at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH01","People with an open referral with mental health services at the end of the reporting period","19755","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH01a","People with an open referral with mental health services aged 0 to 18 at the end of the reporting period","5175","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH01b","People with an open referral with mental health services aged 19 to 64 at the end of the reporting period","10490","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH01c","People with an open referral with mental health services aged 65 and over at the end of the reporting period","4090","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH08","People subject to the Mental Health Act (mental health services) at the end of the reporting period","295","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH08a","People subject to the Mental Health Act (mental health services) at the end of the reporting period, age 0 to 17","5","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH09","People subject to detention (mental health services) at the end of the reporting period","145","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH09a","People subject to detention (mental health services) at the end of the reporting period, aged 0 to 17","5","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH09b","People subject to detention (mental health services) at the end of the reporting period, aged 18 to 64","90","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH09c","People subject to detention (mental health services) at the end of the reporting period, aged 65 and over","50","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH10","People subject to CTO or conditional discharge (mental health services) at the end of the reporting period","145","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH10a","People subject to CTO or conditional discharge (mental health services) at the end of the reporting period, aged 0 to 17","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MH11","People subject to a short term order (mental health services) at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS01","People with an open referral with services at the end of the reporting period","21860","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS07","People with an open hospital spell at the end of the reporting period","185","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS07a","People with an open hospital spell at the end of the reporting period aged 0 to 18","10","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS07b","People with an open hospital spell at the end of the reporting period aged 19 to 64","115","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS07c","People with an open hospital spell at the end of the reporting period aged 65 and over","60","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS08","People subject to the Mental Health Act at the end of the reporting period","295","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS08a","People subject to the Mental Health Act at the end of the reporting period, aged 0 to 17","5","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS09","People subject to detention at the end of the reporting period","145","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS10","People subject to CTO or conditional discharge at the end of the reporting period","145","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS11","People subject to a short term order at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS11a","People subject to a short term order at the end of the reporting period, aged 0 to 17","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS13","People with an open referral with services at the end of the reporting period with accommodation status recorded","1980","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS16","People with an open referral with services at the end of the reporting period  with employment status recorded","2830","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS19","People with a crisis plan in place at the end of the reporting period","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS20","People with an open referral with services at the end of the reporting period with a diagnosis recorded","2365","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS21","Open ward stays at the end of the reporting period","185","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS21a","Open ward stays at the end of the reporting period, aged 0 to 18","10","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS21b","Open ward stays at the end of the reporting period, aged 19 to 64","115","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS21c","Open ward stays at the end of the reporting period, aged 65 and over","60","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS22","Open ward stays, distance >=50KM at end of the reporting period","10","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS22a","Open ward stays, distance >=50KM at end of the reporting period, aged 0 to 18","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS22b","Open ward stays, distance >=50KM at end of the reporting period, aged 19 to 64","10","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS22c","Open ward stays, distance >=50KM at end of the reporting period, aged 65 and over","*","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS23","Open referrals at the end of the reporting period","24790","mhsds_monthly",FALSE
"01/04/2026","30/04/2026","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","NONE","NONE","MHS23a","Open referrals to perinatal MH team at the end of the Reporting Period","305","mhsds_monthly",FALSE
