"Reporting_Period","Status","Reporting_Level","Provider_Code","Provider_Name","DQ_Measure","DQ_Measure_Name","DQ_Result","DQ_Dataset_Metric_ID","Unit","Value"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM77","Sex Of Patients Code (Mental Health)","Other","3.77.2","Count","135"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM33","Ex-British armed forces indicator","Default","3.33.3","Percentage","0"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM55","Specialised mental health service code - Ward Stay","Valid","3.55.1","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM58","Organisation Identifier (code of specialised responsible commissioner) - Care Contact","Missing","3.58.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM13","Organisation Identifier (Of Commissioner) - Contact","Valid","3.13.1","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM58","Organisation Identifier (code of specialised responsible commissioner) - Care Contact","Invalid","3.58.4","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM16","Organisation Identifier (Of Commissioner) - Hospital Provider Spell Commissioner","Other","3.16.2","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM77","Sex Of Patients Code (Mental Health)","Valid","3.77.1","Count","125"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM37","Activity location type code","Missing","3.37.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM67","Decided to Admit Date","Valid","3.67.1","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM15","Service discharge time (Midnight)","Integrity","7.15","Percentage","1"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM13","Organisation Identifier (Of Commissioner) - Contact","Other","3.13.2","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM18","Service Or Team Type Referred To (Mental Health)","Invalid","3.18.4","Percentage","0"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM78","Intended Clinical Care Intensity Code (Mental Health)","Invalid","3.78.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM47","Secondary Diagnosis date","Valid","3.47.1","Count","1620"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM82","Gender Identity Same At Birth Indicator Code","Missing","3.82.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM14","Organisation Identifier (Of Commissioner) - Indirect Activity","Missing","3.14.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM39","Clinically Ready for Discharge Period attributable to","Valid","3.39.1","Percentage","87"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM72","Restrictive Intervention Reason","Default","3.72.3","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM66","Disibility Code","Valid","3.66.1","Percentage","90"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM76","Intended Age Group (Mental Health)","Other","3.76.2","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM64","Accommodation Type","Other","3.64.2","Percentage","2"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM72","Restrictive Intervention Reason","Missing","3.72.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM59","Organisation Identifier (code of specialised responsible commissioner) - Indirect Activity","Missing","3.59.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM59","Organisation Identifier (code of specialised responsible commissioner) - Indirect Activity","Valid","3.59.1","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM48","Attended or did not attend","Valid","3.48.1","Percentage","87"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Other","3.81.2","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM14","Organisation Identifier (Of Commissioner) - Indirect Activity","Default","3.14.3","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM38","Clinically ready for discharge delay reason","Missing","3.38.5","Count","5"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM14","Organisation Identifier (Of Commissioner) - Indirect Activity","Valid","3.14.1","Count","1620"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM06","General Medical Practice Code (Patient Registration)","Invalid","3.6.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM04","Person Stated Gender Code","Valid","3.4.1","Count","23855"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM61","Organisation Identifier (code of specialised responsible commissioner) - Hospital Provider Spell Commissioner Assignment Period","Valid","3.61.1","Count","30"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM64","Accommodation Type","Valid","3.64.1","Count","7890"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM47","Secondary Diagnosis date","Invalid","3.47.4","Percentage","18"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM18","Service Or Team Type Referred To (Mental Health)","Valid","3.18.1","Percentage","99"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Valid","3.81.1","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM04","Person Stated Gender Code","Invalid","3.4.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM39","Clinically Ready for Discharge Period attributable to","Invalid","3.39.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM35","Consultation Mechanism (Mental Health)","Valid","3.35.1","Count","21285"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM14","Organisation Identifier (Of Commissioner) - Indirect Activity","Missing","3.14.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM79","Ward Security Level","Missing","3.79.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM59","Organisation Identifier (code of specialised responsible commissioner) - Indirect Activity","Valid","3.59.1","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM10","Primary Reason for Referral (Mental Health)","Invalid","3.10.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM55","Specialised mental health service code - Ward Stay","Invalid","3.55.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM54","Specialised mental health service code - Contact","Invalid","3.54.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM19","Primary Reason for Referral (Mental Health) (Referral received on or after 1st Jan 2016)","Invalid","3.19.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM07","Mental Health Act Legal Status Classification Code","Missing","3.7.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM13","Organisation Identifier (Of Commissioner) - Contact","Missing","3.13.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM54","Specialised mental health service code - Contact","Valid","3.54.1","Count","65"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM52","Estimated discharge date","Missing","3.52.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Valid","3.81.1","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM69","Admission Source (Mental Health Provider Spell)","Invalid","3.69.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM03","Person Birth Date","Missing","3.3.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM03","Coded Procedure (SNOMED Stop Clock for ED)","Integrity","7.3","Count","55"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM70","Destination Of Discharge (Hospital Provider Spell)","Missing","3.70.5","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM51","Referral closure reason","Valid","3.51.1","Percentage","97"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM32","Referred out of area reason (adult acute mental health)","Default","3.32.3","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM78","Intended Clinical Care Intensity Code (Mental Health)","Missing","3.78.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM38","Clinically ready for discharge delay reason","Invalid","3.38.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM72","Restrictive Intervention Reason","Other","3.72.2","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM09","Organisation Site Identifier (Of Treatment)","Valid","3.9.1","Count","260"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM76","Intended Age Group (Mental Health)","Invalid","3.76.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM15","Service discharge time (Midnight)","Integrity","7.15","Count","30"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM69","Admission Source (Mental Health Provider Spell)","Valid","3.69.1","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM39","Clinically Ready for Discharge Period attributable to","Invalid","3.39.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM35","Consultation Mechanism (Mental Health)","Valid","3.35.1","Percentage","68"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM05","Ethnic Category Code","Valid","3.5.1","Percentage","94"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM09","Organisation Site Identifier (Of Treatment)","Missing","3.9.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM78","Intended Clinical Care Intensity Code (Mental Health)","Valid","3.78.1","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM16","Organisation Identifier (Of Commissioner) - Hospital Provider Spell Commissioner","Default","3.16.3","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Missing","3.81.5","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM14","Organisation Identifier (Of Commissioner) - Indirect Activity","Other","3.14.2","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM02","Postcode Of Usual Address","Default","3.2.3","Count","4775"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM57","Organisation Identifier (code of specialised responsible commissioner) - Referral","Invalid","3.57.4","Count","28140"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM54","Specialised mental health service code - Contact","Invalid","3.54.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM10","Primary Reason for Referral (Mental Health)","Missing","3.10.5","Count","9570"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM42","Care plan type","Invalid","3.42.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Invalid","3.81.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM58","Organisation Identifier (code of specialised responsible commissioner) - Care Contact","Valid","3.58.1","Count","65"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM58","Organisation Identifier (code of specialised responsible commissioner) - Care Contact","Valid","3.58.1","Percentage","0"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM09","Organisation Site Identifier (Of Treatment)","Invalid","3.9.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM77","Sex Of Patients Code (Mental Health)","Valid","3.77.1","Percentage","48"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM07","Mental Health Act Legal Status Classification Code","Valid","3.7.1","Count","410"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM33","Ex-British armed forces indicator","Valid","3.33.1","Count","1670"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM01","NHS Number","Missing","3.1.5","Count","15"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM02","Postcode Of Usual Address","Valid","3.2.1","Percentage","80"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM72","Restrictive Intervention Reason","Other","3.72.2","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM51","Referral closure reason","Invalid","3.51.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM02","Postcode Of Usual Address","Default","3.2.3","Percentage","20"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM57","Organisation Identifier (code of specialised responsible commissioner) - Referral","Default","3.57.3","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM47","Secondary Diagnosis date","Valid","3.47.1","Percentage","82"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM35","Consultation Mechanism (Mental Health)","Invalid","3.35.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM51","Referral closure reason","Valid","3.51.1","Count","2970"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM08","Treatment Function Code (Mental Health)","Missing","3.8.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM77","Sex Of Patients Code (Mental Health)","Invalid","3.77.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM04","Care contact time (Hour)","Integrity","7.4","Count","16905"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM66","Disibility Code","Missing","3.66.5","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Default","3.81.3","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM53","Specialised mental health service code - Referral","Valid","3.53.1","Count","80"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM05","Ethnic Category Code","Invalid","3.5.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM03","Person Birth Date","Invalid","3.3.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM13","Organisation Identifier (Of Commissioner) - Contact","Missing","3.13.5","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM47","Secondary Diagnosis date","Invalid","3.47.4","Count","355"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM18","Service Or Team Type Referred To (Mental Health)","Valid","3.18.1","Count","27750"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM65","Employment Status","Valid","3.65.1","Count","8230"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM37","Activity location type code","Invalid","3.37.4","Count","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM81","Gender Identity Code","Other","3.81.2","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM04","Care contact time (Hour)","Integrity","7.4","Percentage","54"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM61","Organisation Identifier (code of specialised responsible commissioner) - Hospital Provider Spell Commissioner Assignment Period","Valid","3.61.1","Percentage","82"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DIM02","Referrals to Eating Disorder services starting in RP","Integrity","7.2","Percentage","4"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM35","Consultation Mechanism (Mental Health)","Invalid","3.35.4","Percentage","*"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM75","Ward Setting Type (Mental Health)","Valid","3.75.1","Percentage","100"
"Apr-26","Performance","Provider","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","MHS-DQM53","Specialised mental health service code - Referral","Invalid","3.53.4","Percentage","*"
